,text,label,category,original_text,target
2708,just in  death toll in #italyearthquake is now at 73  according to the civil protection agency #terremoto,injured_or_dead_people,eq_num,"RT @cnni: JUST IN: Death toll in #ItalyEarthquake is now at 73, according to the Civil Protection Agency #terremoto",1
2709,and the death toll rises  read my latest  #greece # #mati,injured_or_dead_people,noneq_num,And the death toll rises. Read my latest @TheTimes #Greece #πυρκαγιες #Mati,0
2710,my latest #italyearthquake theyre dead  too survivors of italian quake take stock of loved ones and property lost,injured_or_dead_people,eq_num,"My latest #Italyearthquake Theyre dead, too:Survivors of Italian quake take stock of loved ones and property lost",1
2711,holy shit  strong ef3 ef4 damage,infrastructure_and_utility_damage,noneq_nonnum,Holy shit. Strong EF3-EF4 damage.,0
2712,harvey brings catastrophic floods to houston  at least five reported dead #news #popular,injured_or_dead_people,noneq_num,Harvey Brings Catastrophic Floods to Houston; at Least Five Reported Dead  #news #popular,0
2713,telesurs team on their way to visit affected areas from ecuadors earthquake  follow for updates,other_relevant_information,eq_nonnum,teleSURs team on their way to visit affected areas from Ecuadors earthquake. Follow for updates @Lucho_teleSUR,0
2714,st  martins famous airport badly damaged by hurricane irma,infrastructure_and_utility_damage,noneq_nonnum,St. Martins famous airport badly damaged by Hurricane Irma,0
2715,washington post maria prompts tropical storm watches to be issued for carolina and virginia coastswashington post5 pm update  tropical sto,not_humanitarian,noneq_nonnum,Washington Post Maria prompts tropical storm watches to be issued for Carolina and Virginia coastsWashington Post5 PM Update: Tropical sto,0
2716,solidarity at work  cuba sends doctors and aid workers to quake ravaged ecuador,rescue_volunteering_or_donation_effort,eq_nonnum,Solidarity at work! Cuba sends doctors and aid workers to quake ravaged Ecuador.,0
2717,already 250 killed in an earthquake here in italy magnitude 6   2 pray help to all the victims #prayforitaly,injured_or_dead_people,eq_num,RT @Ciardale: Already 250 killed in an earthquake here in Italy magnitude 6..2.Pray help to all the victims #PrayForItaly,1
2718,dueas says six  arrived in san antonio to help with #hurricaneharvey for 14 days  theyre working with other bay area teams,other_relevant_information,noneq_nonnum,Dueñas says six @SJFirefighters arrived in San Antonio to help with #HurricaneHarvey for 14 days. Theyre working with other Bay Area teams.,0
2719,so far  at least 10 lives lost due to #hurricanemaria in #puertorico alone  over 15 000 in shelters,injured_or_dead_people,noneq_num,"So far, at least 10 lives lost due to #HurricaneMaria in #PuertoRico alone, over 15,000 in shelters",0
2720,new earthquake  magnitude 6.1  shakes jittery mexico  killing at least two,injured_or_dead_people,eq_num,"RT @japantimes: New earthquake, magnitude 6.1, shakes jittery Mexico, killing at least two",1
2721,more than 233 people have died in the ecuador earthquake  we have ways you can help go to,injured_or_dead_people,eq_num,RT @CNNImpact: More than 233 people have died in the Ecuador earthquake- We have ways you can help go to  .,1
2722,generous of justin to match red cross to help fort mcmurray  if it was another country he would just give billions,rescue_volunteering_or_donation_effort,noneq_nonnum,Generous of Justin to match Red Cross to help Fort McMurray. If it was another country he would just give billions,0
2723,i bet youre trying to figure out how you can profit $$$ from this disaster  you scum  youre hurricane harvey flood water scum,not_humanitarian,noneq_nonnum,@realDonaldTrump I bet youre trying to figure out how you can profit $$$ from this disaster. You scum. Youre Hurricane Harvey flood water scum.,0
2724,pls take a moment to give a few dollars to help earthquake relief efforts in mexico  gracias  lt 3,rescue_volunteering_or_donation_effort,eq_nonnum,pls take a moment to give a few dollars to help earthquake relief efforts in mexico. gracias &lt;3,0
2725,update  at least 3 dead as #hurricaneharvey rampages across #texas  photos  videos,injured_or_dead_people,noneq_num,"RT @RT_com: UPDATE: At least 3 dead as #HurricaneHarvey rampages across #Texas (PHOTOS, VIDEOS)",0
2726,5 tell them how adults feel and what the actions of adults under stress mean  this will prevent children blaming themselves #kid,other_relevant_information,eq_nonnum,RT @sarb: .5 Tell them how adults feel and what the actions of adults under stress mean. This will prevent children blaming themselves #kid,0
2727,ecuador president says earthquake death toll now stands at 272  could rise considerably,injured_or_dead_people,eq_num,"RT @ABC: Ecuador president says earthquake death toll now stands at 272, could rise considerably.",1
2728,irma death toll in us climbs to 12 as part of florida keys reopen to residents    news  #hurricaneirma #florida,injured_or_dead_people,noneq_num,Irma death toll in US climbs to 12 as part of Florida Keys reopen to residents - @ABC News-  #HurricaneIrma #Florida,0
2729,flying over #tx14 to assess the damage from #harvey  its hard to put these sights into words,infrastructure_and_utility_damage,noneq_nonnum,Flying over #TX14 to assess the damage from #Harvey. Its hard to put these sights into words,0
2730,while we were distracted by #trumptapes  900 people died in haiti from the hurricane,injured_or_dead_people,noneq_num,"RT @ARoss02: While we were distracted by #TrumpTapes, 900 people died in Haiti from the hurricane.",0
2731,#helpforhouston   #beyonc pledges $7 million to aid her home town of hhouston   rolling stone,rescue_volunteering_or_donation_effort,noneq_nonnum,#HelpForHouston - #Beyoncé pledges $7 Million to aid her home town of HHouston - Rolling Stone,0
2732,come say hi to richs san diego  f  of the tips will go to those affected by the earthquake in mexico,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @DiegoTovarXXX: Come say hi to Richs San Diego, ὊF% of the tips will go to those affected by the earthquake in Mexico",0
2733,mexicos strongest earthquake in a century leaves dozens dead and thousands without power via,injured_or_dead_people,eq_num,RT @kmcbrd2: Mexicos strongest earthquake in a century leaves dozens dead and thousands without power  via @yahoo,1
2734,as much as we need regional support on natural disasters the same regional intervention is needed on ndebeles genocide man made disaster which took more than 20000 lives worse than cyclone idai #i have made my donation to people of chimanimani hope it wont be looted,rescue_volunteering_or_donation_effort,noneq_nonnum,As much as we need regional support on natural disasters the same regional intervention is needed on Ndebeles Genocide man made disaster which took more than 20000 lives worse than cyclone idai.#I have made my donation to people of Chimanimani hope it won’t be looted,0
2735,over 200 dead after earthquake rocks mexico city,injured_or_dead_people,eq_num,RT @vicenews: Over 200 dead after earthquake rocks Mexico City,1
2736,new zealand earthquake  two dead as tsunami alert issued,injured_or_dead_people,eq_num,RT @guardianworld: New Zealand earthquake: two dead as tsunami alert issued,1
2737,at least 50 dead in athens wildfires inferno  26 people found in land plot,injured_or_dead_people,noneq_num,"RT @keeptalkingGR: At least 50 dead in Athens wildfires inferno, 26 people found in land plot",0
2738,amany #casualties in #haiti from #hurricanematthew  a death toll is estimated at least 38,injured_or_dead_people,noneq_num,RT @caribtelNY: ἲAMany #casualties in #Haiti from #HurricaneMatthew! ἰA Death toll is estimated at least 38.,0
2739,earthquake kills hundreds in mexico click for more #nigeria a powerful earthquake has killed over 200 people a,injured_or_dead_people,eq_num,Earthquake Kills Hundreds In Mexico CLICK  for more #Nigeria A powerful earthquake has killed over 200 people a,1
2740,resilience shines through  this is ana jo  her school in sofola 2f like hundreds was destroyed by #cycloneidai  ana salvaged school books from the wreckage so that her students can still use them when lessons restart,infrastructure_and_utility_damage,noneq_nonnum,Resilience shines through. This is Ana Jo. Her school in Sofola ἟2἟F like hundreds was destroyed by #CycloneIdai. Ana salvaged school books from the wreckage so that her students can still use them when lessons restart. @Gorongosanationalpark @INGC @DFID_UK @opais @tvmiramar,0
2741,death toll climbs to 305 as another earthquake hits mexico city,injured_or_dead_people,eq_num,RT @TIME: Death toll climbs to 305 as another earthquake hits Mexico City,1
2742,#italyearthquake the highest number of victims in #rieti  #amatrice is actually a ghost town  death toll  159  #earthquake #italy,injured_or_dead_people,eq_num,• #ItalyEarthquake • The highest number of victims in #Rieti. #Amatrice is actually a ghost town. Death toll: 159. #earthquake #Italy,1
2743,dhs_jules  abcworldnews  irma death toll in us rises to 11  florida faces devastation,injured_or_dead_people,noneq_num,dhs_jules: RT ABCWorldNews: Irma death toll in US rises to 11; Florida faces devastation,0
2744,news  grants approved for flood victims in bihar  india,other_relevant_information,noneq_nonnum,"News: Grants approved for flood victims in Bihar, India -",0
2745,my news wrap from today  mexico death toll rises as volunteers help frantic search for quake survivors,injured_or_dead_people,eq_num,RT @ninalakhani: My news wrap from today: Mexico death toll rises as volunteers help frantic search for quake survivors,1
2746,mexico earthquake  many children killed at primary school,injured_or_dead_people,eq_num,Mexico earthquake: Many children killed at primary school,1
2747,thunderstorms have dropped heavy rain along i 80 between truckee and farad  watch for water on roadways and runoff,caution_and_advice,noneq_nonnum,Thunderstorms have dropped heavy rain along I-80 between Truckee and Farad. Watch for water on roadways and runoff.,0
2748,ecuador vp jorge glas  earthquake toll rises to 77 dead  over 570 wounded  ecuador vp jorge glas  earthquake t,injured_or_dead_people,eq_num,"RT @DigitallGuy: Ecuador VP Jorge Glas: Earthquake toll rises to 77 dead, over 570 wounded: Ecuador VP Jorge Glas: Earthquake t /",1
2749,hurricane harvey could cost billions in property damage and thats not even including the flooding,infrastructure_and_utility_damage,noneq_nonnum,Hurricane Harvey could cost billions in property damage — and that’s not even including the flooding,0
2750,my dear friends abroad  are you worried about the earthquake in mexico and want to help  heres a way  in times,rescue_volunteering_or_donation_effort,eq_nonnum,My dear friends abroad: are you worried about the earthquake in Mexico and want to help? Heres a way! In times,0
2751,#hurricanemaria death toll  #puertorico reports 16 dead and rising #trump admin  its time to step it up a notch,injured_or_dead_people,noneq_num,#HurricaneMaria death toll. #PuertoRico reports 16 dead &amp; rising #Trump Admin. its time to step it up a notch,0
